Material,Product_Name,Shape,Product_Quantity,No_of_Units,Countries_Tags,Cost_Per_Unit_USD,Strength_MPa,Biodegradability,CO2_Emission,Recyclability,Moisture_Barrier,Sustainability_Score,Material_Suitability_Score,Cost_Efficiency_Index,AI_Recommendation,Z_Sustainability_Index,Predicted_Cost,Predicted_CO2,AI_Final_Recommendation,True_Label
Bamboo Fiber,Yogurt,Cup,250,1,en:france,0.4,47.9,100.0,1.03,43.2,8,51.49,100,1.89,Good Alternative,0.02128905385929531,0.39485,0.9864500000000003,Recommended,Recommended
Mushroom Mycelium,Yogurt,Cup,100,1,en:germany,0.52,16.8,100.0,0.15,100.0,6,65.25,100,1.59,Best Choice (Sustainable & Efficient),0.4831909928766339,0.5170499999999998,0.17669999999999964,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,500,1,en:uk,0.39,53.7,88.8,2.02,50.0,9,44.42,100,1.85,Good Alternative,0.03266401093347488,0.3912500000000004,2.023199999999996,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,250,1,en:uk,0.1,16.8,95.1,1.46,85.8,3,50.900000000000006,100,4.04,Technical Failure (Not Suitable),0.35822110402016116,0.09960000000000006,1.3712000000000004,Recommended,Recommended
Recycled Cardboard,Yogurt,Cup,1500,6,en:japan,0.1,25.8,90.5,0.93,97.1,5,55.970000000000006,100,6.3,Good Alternative,0.6868752238146946,0.09845000000000004,0.9846000000000026,Highly Recommended,Recommended
Aluminum Foil/Can,Potato Chips,Bag,1200,12,en:uk,0.24,43.7,0.0,8.875,96.9,10,0.0,100,2.08,Avoid,-0.1972126425497968,0.2401500000000002,8.851375,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,500,1,en:usa,0.3,46.0,96.1,1.16,47.0,8,50.04,100,2.5,Good Alternative,0.07210124747108118,0.29994999999999894,1.0311499999999978,Recommended,Recommended
Recycled Cardboard,Potato Chips,Bag,3000,6,en:france,0.06,24.1,90.4,1.01,83.3,3,50.77000000000001,100,8.877500000000001,Good Alternative,0.658588271826804,0.06080000000000007,1.0246999999999988,Highly Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,250,1,en:japan,0.21,30.8,0.0,8.875,98.5,10,0.0,100,2.38,Avoid,-0.15852480922087892,0.21000000000000069,8.820174999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,3000,6,en:france,0.17,44.4,0.0,8.04,91.6,10,0.0,100,2.94,Avoid,-0.18528329757383327,0.16970000000000088,8.807649999999997,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,1000,1,en:usa,0.44,68.5,85.2,1.61,45.1,8,43.05000000000001,100,1.63,Good Alternative,-0.10580447708859678,0.43774999999999936,1.7784000000000055,Not Recommended,Not Recommended
Mushroom Mycelium,Yogurt,Cup,7125,12,en:uk,0.54,23.7,100.0,0.32,100.0,4,62.4,100,0.86,Technical Failure (Not Suitable),0.3439721613071115,0.5602500000000016,0.29070000000000024,Recommended,Recommended
Virgin Plastic (PP),Orange Juice,Bottle,1200,12,en:uk,0.03,79.7,4.4,3.87,23.9,10,0.0,100,8.877500000000001,Avoid,-0.376751585169875,0.032000000000000035,4.23725,Not Recommended,Not Recommended
Bamboo Fiber,Frozen Peas,Pouch,100,1,en:india,0.35,53.5,95.2,0.59,32.9,7,48.71,100,2.12,Good Alternative,-0.147487848234363,0.3495500000000004,0.6945000000000018,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,6000,12,en:japan,0.05,82.3,1.8,5.74,28.1,10,0.0,100,8.877500000000001,Avoid,-0.35692241157382515,0.045099999999999946,5.377500000000002,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,250,1,en:uk,0.38,54.6,96.4,1.0,49.6,7,50.48,100,1.32,Good Alternative,-0.030503263963779267,0.3800500000000004,0.9609000000000002,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,1000,1,en:uk,0.17,26.4,0.0,8.875,94.1,10,0.0,100,2.94,Avoid,-0.1602557072416685,0.17000000000000084,8.846349999999997,Not Recommended,Not Recommended
Bamboo Fiber,Tomato Sauce,Jar,100,1,en:uk,0.35,49.0,99.4,0.94,41.3,7,50.32000000000001,100,1.43,Good Alternative,-0.07964726060572104,0.3471500000000008,0.9019499999999994,Not Recommended,Not Recommended
Glass,Yogurt,Cup,100,1,en:usa,0.38,96.0,0.0,2.29,96.7,10,17.890000000000004,100,1.55,Avoid,-0.23926549318855733,0.3738499999999999,2.531000000000001,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,3000,12,en:uk,0.11,25.0,96.4,1.02,90.7,5,56.6,100,5.3,Good Alternative,0.5976532451339074,0.11459999999999985,1.0316000000000018,Highly Recommended,Recommended
Bioplastic (PLA),Sandwich,Wrapper,100,1,en:germany,0.49,61.0,84.0,1.98,45.1,9,41.720000000000006,100,1.45,Good Alternative,-0.08763329572044898,0.489299999999999,2.000600000000002,Not Recommended,Not Recommended
Bioplastic (PLA),Potato Chips,Bag,1200,12,en:india,0.41,66.2,93.3,1.91,44.4,8,44.650000000000006,100,1.76,Good Alternative,-0.03377340461474546,0.40889999999999865,1.9800500000000045,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,1200,12,en:japan,0.75,12.5,100.0,0.34,100.0,4,62.3,100,0.75,Too Expensive / Inefficient,0.33565976361778965,0.75625,0.29830000000000106,Recommended,Recommended
Bioplastic (PLA),Potato Chips,Bag,100,1,en:uk,0.42,61.4,85.8,2.3,51.9,8,41.2,100,1.68,Good Alternative,-0.028824027684748448,0.4226000000000013,2.2106500000000042,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,600,6,en:france,0.07,65.0,2.8,5.28,20.3,10,0.0,100,7.14,Avoid,-0.557761524751764,0.07000000000000019,4.8324,Not Recommended,Not Recommended
Glass,Yogurt,Cup,1000,1,en:germany,0.33,99.9,0.0,2.82,95.4,10,14.980000000000002,100,1.74,Avoid,-0.2379220623342725,0.3334499999999997,2.591449999999996,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,3000,12,en:india,0.05,64.9,4.7,4.28,21.4,10,0.0,100,8.877500000000001,Avoid,-0.3992156549448875,0.034349999999999964,4.613449999999998,Not Recommended,Not Recommended
Mushroom Mycelium,Frozen Peas,Pouch,600,6,en:india,0.54,11.2,100.0,0.14,100.0,6,65.3,100,1.53,Best Choice (Sustainable & Efficient),0.47865695777336736,0.5390000000000021,0.18445000000000028,Recommended,Recommended
Bamboo Fiber,Orange Juice,Bottle,500,1,en:japan,0.3,46.5,97.4,0.82,30.4,6,46.940000000000005,100,1.62,Good Alternative,-0.23352728258118802,0.3032999999999994,0.8348999999999975,Not Recommended,Not Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,1000,1,en:germany,0.19,28.7,0.0,8.06,98.0,10,0.0,100,2.63,Avoid,-0.1446385143570349,0.1895000000000001,8.81495,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,100,1,en:usa,0.13,17.5,94.0,1.09,80.2,4,52.19,100,5.85,Good Alternative,0.47156382082164927,0.10999999999999999,0.9691999999999998,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,1500,6,en:uk,0.47,52.5,86.7,1.79,41.1,8,41.95,100,1.51,Good Alternative,-0.14209908904083163,0.46824999999999894,1.9023000000000032,Not Recommended,Not Recommended
Bioplastic (PLA),Orange Juice,Bottle,1000,1,en:usa,0.5,57.2,92.0,1.73,58.2,8,47.790000000000006,100,1.48,Good Alternative,0.07211147445590047,0.49719999999999986,1.825250000000002,Recommended,Recommended
Bamboo Fiber,Frozen Peas,Pouch,250,1,en:usa,0.42,45.8,97.8,0.9,32.7,6,47.16,100,1.75,Good Alternative,-0.19726012934231596,0.4215000000000015,0.8810000000000016,Not Recommended,Not Recommended
Glass,Potato Chips,Bag,600,6,en:uk,0.31,99.9,0.0,1.86,80.5,10,16.8,100,1.88,Avoid,-0.37650708547301964,0.30925000000000064,1.9486500000000044,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,1500,6,en:uk,0.07,29.1,99.3,0.88,89.4,5,58.2,100,8.877500000000001,Good Alternative,0.8797614399125858,0.0631000000000001,1.1694000000000009,Highly Recommended,Recommended
Glass,Biscuits,Box,1500,6,en:usa,0.34,85.5,0.0,1.6,97.3,10,21.46,100,1.79,Avoid,-0.2151227310957719,0.33255000000000107,1.9245000000000037,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,100,1,en:india,0.11,24.0,95.2,1.07,87.6,4,54.25000000000001,100,3.83,Technical Failure (Not Suitable),0.40325372195682796,0.11199999999999972,1.133199999999998,Recommended,Recommended
Aluminum Foil/Can,Soda Can,Can,1200,12,en:france,0.19,36.9,0.0,8.875,93.7,10,0.0,100,2.63,Avoid,-0.18768596972835833,0.1900000000000001,8.699724999999999,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,6000,6,en:india,0.11,38.0,0.0,8.875,96.4,10,0.0,100,4.55,Avoid,-0.015567048865092567,0.10994999999999973,8.828649999999996,Not Recommended,Not Recommended
Bamboo Fiber,Sandwich,Wrapper,600,6,en:germany,0.28,41.3,98.5,1.12,48.2,7,50.440000000000005,100,2.69,Good Alternative,0.07695306420819308,0.2802000000000007,0.9556499999999991,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,6000,6,en:india,0.65,22.5,100.0,0.2,100.0,5,64.0,100,0.95,Good Alternative,0.392800582868568,0.6510500000000019,0.20715000000000025,Recommended,Recommended
Glass,Soda Can,Can,1500,6,en:japan,0.21,89.7,0.0,2.06,89.6,10,17.619999999999997,100,2.8,Avoid,-0.21588478508052028,0.20975000000000066,2.032500000000001,Not Recommended,Not Recommended
Virgin Plastic (PP),Orange Juice,Bottle,250,1,en:india,0.08,70.9,4.0,5.24,18.7,10,0.0,100,6.25,Avoid,-0.6307799543675261,0.07990000000000007,5.046250000000007,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,250,1,en:india,0.02,70.9,3.1,3.61,13.3,10,0.0,100,8.877500000000001,Avoid,-0.49397715725924723,0.028849999999999928,4.170350000000006,Not Recommended,Not Recommended
Virgin Plastic (PP),Sandwich,Wrapper,6000,6,en:japan,0.08,69.9,3.3,3.7,25.7,10,0.0,100,6.25,Avoid,-0.5666842494041535,0.08000000000000006,4.843100000000003,Not Recommended,Not Recommended
Mushroom Mycelium,Sandwich,Wrapper,100,1,en:germany,0.66,14.1,100.0,0.27,100.0,4,62.65,100,1.23,Good Alternative,0.3719320444439216,0.6644499999999988,0.2526000000000006,Recommended,Recommended
Recycled Cardboard,Biscuits,Box,500,1,en:japan,0.12,30.5,92.8,1.31,94.1,4,53.39,100,6.39,Good Alternative,0.6412694567692745,0.1196000000000001,1.2520000000000013,Highly Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,1000,1,en:uk,0.19,35.5,0.0,8.875,91.2,10,0.0,100,2.63,Avoid,-0.21271356006052305,0.1900000000000001,8.800999999999995,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,1000,1,en:germany,0.08,21.1,94.9,1.06,93.3,4,55.32000000000001,100,8.877500000000001,Good Alternative,0.8391788104193051,0.07695000000000009,1.0976000000000012,Highly Recommended,Recommended
Recycled Cardboard,Yogurt,Cup,100,1,en:japan,0.1,26.1,100.0,1.33,88.0,5,55.95,100,6.3,Good Alternative,0.6769529459821058,0.09935000000000006,1.253250000000003,Highly Recommended,Recommended
Bamboo Fiber,Sandwich,Wrapper,1200,12,en:india,0.29,43.0,98.6,0.95,44.5,6,49.59,100,2.58,Good Alternative,-0.009573029226905394,0.2902499999999993,0.9246999999999989,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,3000,6,en:france,0.23,34.1,0.0,8.57,93.9,10,0.0,100,2.17,Avoid,-0.22044469829349483,0.2300499999999993,8.632474999999992,Not Recommended,Not Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,500,1,en:uk,0.06,83.9,2.9,5.36,29.4,10,0.0,100,8.33,Avoid,-0.37588155954218105,0.060000000000000046,5.142250000000005,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,250,1,en:france,0.58,14.2,100.0,0.3,100.0,6,64.5,100,1.42,Good Alternative,0.47034456008404546,0.5803999999999988,0.2735999999999995,Recommended,Recommended
Bamboo Fiber,Yogurt,Cup,250,1,en:uk,0.45,47.6,95.2,0.96,41.2,6,47.52000000000001,100,1.64,Good Alternative,-0.14269589806426441,0.4424500000000012,0.9331,Not Recommended,Not Recommended
Aluminum Foil/Can,Potato Chips,Bag,3000,12,en:uk,0.14,37.2,0.0,8.875,98.4,10,0.0,100,3.57,Avoid,-0.06960088328604679,0.13990000000000036,8.821325,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,1500,6,en:france,0.09,20.6,97.4,1.22,99.6,3,55.78000000000001,100,8.65,Good Alternative,0.8643920906928543,0.08484999999999994,1.1627999999999994,Highly Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,600,6,en:france,0.13,21.0,90.0,1.35,92.0,3,50.650000000000006,100,3.1,Technical Failure (Not Suitable),0.3056764619544984,0.12949999999999987,1.2665499999999976,Recommended,Recommended
Recycled Cardboard,Yogurt,Cup,1200,12,en:germany,0.08,23.6,90.8,1.22,84.4,3,50.1,100,7.51,Good Alternative,0.5696802222538774,0.0808,1.1198999999999997,Highly Recommended,Recommended
Virgin Plastic (PP),Biscuits,Box,1200,12,en:india,0.03,67.2,3.9,5.75,17.6,10,0.0,100,8.877500000000001,Avoid,-0.44409364706885096,0.03325000000000001,5.4391,Not Recommended,Not Recommended
Bioplastic (PLA),Tomato Sauce,Jar,6000,12,en:usa,0.41,59.4,82.9,1.54,42.1,9,42.88,100,1.74,Good Alternative,-0.10515147649615053,0.4096999999999996,1.8705500000000002,Not Recommended,Not Recommended
Glass,Tomato Sauce,Jar,500,1,en:japan,0.39,84.9,0.0,1.86,87.4,10,18.18,100,1.52,Avoid,-0.33463514677584366,0.3842999999999999,2.3512500000000016,Not Recommended,Not Recommended
Recycled Cardboard,Biscuits,Box,1000,1,en:japan,0.09,15.5,95.6,0.96,87.9,5,56.02000000000001,100,8.67,Good Alternative,0.8174479274429445,0.08769999999999994,1.041550000000001,Highly Recommended,Recommended
Aluminum Foil/Can,Tomato Sauce,Jar,6000,12,en:uk,0.19,44.1,0.0,8.875,98.7,10,0.0,100,2.63,Avoid,-0.1376307890640287,0.19015000000000007,8.717400000000005,Not Recommended,Not Recommended
Bamboo Fiber,Biscuits,Box,100,1,en:usa,0.42,51.8,99.0,0.84,33.3,7,49.06,100,1.77,Good Alternative,-0.13746071149300818,0.42025000000000085,0.8010000000000008,Not Recommended,Not Recommended
Glass,Orange Juice,Bottle,6000,6,en:france,0.27,98.7,0.0,1.96,80.2,10,16.240000000000002,100,2.15,Avoid,-0.35910723834818015,0.27120000000000094,2.035349999999997,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,1500,6,en:india,0.15,42.9,0.0,8.62,95.6,10,0.0,100,3.33,Avoid,-0.11576792487113739,0.14999999999999947,8.708799999999975,Not Recommended,Not Recommended
Glass,Soda Can,Can,3000,12,en:usa,0.29,87.3,0.0,2.07,94.8,10,18.61,100,2.05,Avoid,-0.22050283598044856,0.2895499999999993,2.1467499999999955,Not Recommended,Not Recommended
Virgin Plastic (PP),Tomato Sauce,Jar,1000,1,en:india,0.02,62.7,4.6,5.88,26.7,10,0.0,100,8.877500000000001,Avoid,-0.3470116702930823,0.02599999999999994,5.503950000000001,Not Recommended,Not Recommended
Virgin Plastic (PP),Biscuits,Box,500,1,en:japan,0.05,83.4,1.6,4.87,18.3,10,0.0,100,8.877500000000001,Avoid,-0.4567395793806795,0.04399999999999995,4.839700000000002,Not Recommended,Not Recommended
Mushroom Mycelium,Potato Chips,Bag,100,1,en:uk,0.54,17.6,100.0,0.12,100.0,4,63.4,100,1.51,Best Choice (Sustainable & Efficient),0.39309087492583183,0.539200000000002,0.1707000000000001,Recommended,Recommended
Bamboo Fiber,Yogurt,Cup,250,1,en:japan,0.42,58.1,99.4,0.65,48.1,7,53.13000000000001,100,1.82,Good Alternative,0.01789901326899944,0.4053499999999988,0.8760499999999999,Recommended,Recommended
Aluminum Foil/Can,Biscuits,Box,250,1,en:germany,0.12,30.8,0.0,8.875,93.2,10,0.0,100,4.17,Avoid,-0.07631792014428464,0.1200000000000001,8.834924999999998,Not Recommended,Not Recommended
Virgin Plastic (PP),Yogurt,Cup,1200,12,en:japan,0.06,68.2,2.4,4.14,10.6,10,0.0,100,8.33,Avoid,-0.5683615731019809,0.060000000000000046,4.282249999999992,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,500,1,en:germany,0.53,57.3,88.3,2.03,54.6,9,45.09,100,1.37,Good Alternative,0.038169962056605604,0.5282000000000006,2.0352499999999942,Recommended,Recommended
Glass,Biscuits,Box,6000,12,en:japan,0.25,91.1,0.0,1.89,80.9,10,16.730000000000004,100,2.33,Avoid,-0.3384974077453745,0.25020000000000003,2.0123499999999934,Not Recommended,Not Recommended
Aluminum Foil/Can,Soda Can,Can,6000,6,en:usa,0.2,22.2,0.0,8.875,98.4,10,0.0,100,1.5,Avoid,-0.22602509434874074,0.20055000000000026,8.819450000000003,Not Recommended,Not Recommended
Mushroom Mycelium,Yogurt,Cup,3000,6,en:france,0.54,13.2,100.0,0.12,100.0,5,64.4,100,0.87,Technical Failure (Not Suitable),0.38675520273087927,0.6145500000000004,0.2733000000000001,Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,250,1,en:india,0.27,46.9,96.8,1.2,40.0,7,47.72,100,2.74,Good Alternative,-0.015885685985782064,0.271150000000001,1.060899999999998,Not Recommended,Not Recommended
Bioplastic (PLA),Soda Can,Can,1200,12,en:india,0.33,61.6,89.9,2.1,42.1,8,41.88,100,2.15,Good Alternative,-0.05638079253016475,0.33189999999999936,2.0263000000000035,Not Recommended,Not Recommended
Mushroom Mycelium,Sandwich,Wrapper,7125,12,en:uk,0.65,16.2,100.0,0.27,100.0,5,63.65,100,0.95,Good Alternative,0.392800582868568,0.6491500000000018,0.25550000000000056,Recommended,Recommended
Glass,Potato Chips,Bag,500,1,en:usa,0.25,91.4,0.0,1.88,80.9,10,16.780000000000005,100,2.34,Avoid,-0.3377417352281635,0.24935,1.967649999999997,Not Recommended,Not Recommended
Recycled Cardboard,Frozen Peas,Pouch,1200,12,en:india,0.07,16.2,94.8,1.32,84.6,3,51.24,100,8.877500000000001,Good Alternative,0.7092009203044306,0.06375000000000011,1.1354999999999997,Highly Recommended,Recommended
Mushroom Mycelium,Yogurt,Cup,3000,6,en:france,0.69,13.5,100.0,0.31,100.0,6,64.45,100,0.9,Good Alternative,0.4310495891890692,0.6794499999999989,0.2871500000000004,Recommended,Recommended
Virgin Plastic (PP),Frozen Peas,Pouch,1200,12,en:india,0.08,85.0,0.3,3.6,27.2,10,0.0,100,6.25,Avoid,-0.5773029007763781,0.08025000000000006,3.920350000000007,Not Recommended,Not Recommended
Recycled Cardboard,Tomato Sauce,Jar,7125,12,en:germany,0.12,31.0,93.9,0.98,86.2,4,53.900000000000006,100,3.5,Technical Failure (Not Suitable),0.35319248922185653,0.11885000000000007,1.22225,Recommended,Recommended
Bioplastic (PLA),Yogurt,Cup,1500,6,en:india,0.45,74.6,95.0,1.65,58.9,9,50.53,100,1.67,Good Alternative,0.1611395520539973,0.4467000000000012,1.7423999999999986,Recommended,Recommended
Bioplastic (PLA),Frozen Peas,Pouch,1500,6,en:uk,0.54,53.3,83.3,1.76,57.5,8,44.02,100,1.33,Good Alternative,-0.020573434752690016,0.5377500000000018,1.877049999999997,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,1200,12,en:usa,0.08,21.9,90.4,1.12,92.1,5,53.98,100,7.75,Good Alternative,0.7455380512935877,0.08040000000000001,1.0769500000000016,Highly Recommended,Recommended
Recycled Cardboard,Potato Chips,Bag,3000,6,en:germany,0.07,18.9,98.5,1.47,95.2,3,54.09000000000001,100,8.15,Good Alternative,0.7919594812239156,0.07130000000000017,1.362850000000001,Highly Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,6000,6,en:india,0.4,55.1,96.3,1.08,31.8,7,46.48,100,1.21,Good Alternative,-0.21786661167049887,0.40135,1.0151000000000026,Not Recommended,Not Recommended
Aluminum Foil/Can,Sandwich,Wrapper,100,1,en:usa,0.21,22.3,0.0,8.875,91.3,10,0.0,100,2.38,Avoid,-0.2306042693775136,0.21000000000000069,8.83675,Not Recommended,Not Recommended
Mushroom Mycelium,Tomato Sauce,Jar,600,6,en:usa,0.56,20.6,100.0,0.14,100.0,5,64.3,100,1.02,Good Alternative,0.39809029048904554,0.5597500000000009,0.16875000000000026,Recommended,Recommended
Mushroom Mycelium,Frozen Peas,Pouch,500,1,en:japan,0.68,20.7,100.0,0.31,100.0,6,64.45,100,1.21,Good Alternative,0.45447543722261274,0.6796000000000031,0.27625000000000044,Recommended,Recommended
Mushroom Mycelium,Tomato Sauce,Jar,500,1,en:uk,0.55,24.6,100.0,0.11,100.0,5,64.45,100,1.04,Good Alternative,0.3996016355234677,0.5449499999999993,0.19559999999999975,Recommended,Recommended
Glass,Frozen Peas,Pouch,1500,6,en:germany,0.3,88.5,0.0,1.55,97.5,10,21.75,100,2.03,Avoid,-0.19498438345613278,0.29659999999999903,1.8139500000000042,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,7125,12,en:india,0.05,17.5,97.2,0.97,84.8,3,53.99,100,5.4,Technical Failure (Not Suitable),0.4689261741280689,0.0651500000000001,1.1952,Recommended,Recommended
Glass,Potato Chips,Bag,6000,12,en:germany,0.23,86.1,0.0,2.44,94.6,10,16.72,100,2.54,Avoid,-0.18547708986367878,0.23534999999999975,1.9667000000000001,Not Recommended,Not Recommended
Bioplastic (PLA),Yogurt,Cup,7125,12,en:japan,0.47,74.8,85.9,2.02,51.7,9,43.60000000000001,100,1.53,Good Alternative,0.0007205530894530618,0.4703999999999994,2.0286999999999966,Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,500,1,en:india,0.79,10.2,100.0,0.3,100.0,4,62.5,100,1.03,Good Alternative,0.35681859409969996,0.7901500000000006,0.28439999999999943,Recommended,Recommended
Glass,Tomato Sauce,Jar,1000,1,en:france,0.21,98.6,0.0,2.94,88.9,10,13.080000000000002,100,2.69,Avoid,-0.2312049080628482,0.21345000000000025,2.6528500000000004,Not Recommended,Not Recommended
Glass,Tomato Sauce,Jar,250,1,en:usa,0.33,90.2,0.0,1.6,81.7,10,18.34,100,1.79,Avoid,-0.37129489476848027,0.32884999999999903,1.819600000000003,Not Recommended,Not Recommended
Glass,Yogurt,Cup,250,1,en:france,0.25,92.4,0.0,2.6,85.0,10,14.0,100,2.28,Avoid,-0.30123052218667973,0.25689999999999985,2.253500000000001,Not Recommended,Not Recommended
Bamboo Fiber,Potato Chips,Bag,3000,12,en:japan,0.35,58.1,96.5,0.61,31.2,7,48.790000000000006,100,2.13,Good Alternative,-0.1526423480620305,0.35060000000000036,0.6935000000000007,Not Recommended,Not Recommended
Recycled Cardboard,Tomato Sauce,Jar,250,1,en:uk,0.07,32.6,99.0,0.86,88.9,5,58.080000000000005,100,6.29,Technical Failure (Not Suitable),0.6766621374606329,0.07255000000000014,0.9629500000000023,Highly Recommended,Recommended
Mushroom Mycelium,Sandwich,Wrapper,250,1,en:germany,0.6,23.1,100.0,0.35,100.0,6,64.25,100,1.37,Good Alternative,0.4665661974979901,0.5982999999999985,0.3095000000000007,Recommended,Recommended
Virgin Plastic (PP),Soda Can,Can,3000,12,en:usa,0.06,75.0,0.8,5.19,25.2,10,0.0,100,8.33,Avoid,-0.4358725552002844,0.060000000000000046,4.985800000000015,Not Recommended,Not Recommended
Recycled Cardboard,Sandwich,Wrapper,3000,12,en:japan,0.13,20.0,91.6,1.21,94.5,5,54.49000000000001,100,4.4,Good Alternative,0.5266683269753629,0.1280499999999999,1.1126499999999993,Highly Recommended,Recommended
Bioplastic (PLA),Tomato Sauce,Jar,250,1,en:usa,0.47,54.5,83.6,2.11,42.6,8,39.41,100,1.48,Avoid,-0.1558392648170737,0.4730499999999992,2.064950000000007,Not Recommended,Not Recommended
Virgin Plastic (PP),Soda Can,Can,500,1,en:india,0.03,80.0,1.8,5.61,13.5,10,0.0,100,8.877500000000001,Avoid,-0.5030835391136679,0.03144999999999999,5.282550000000004,Not Recommended,Not Recommended
Mushroom Mycelium,Soda Can,Can,250,1,en:germany,0.73,15.7,100.0,0.14,100.0,5,64.3,100,0.78,Too Expensive / Inefficient,0.37995415007597955,0.7315999999999996,0.19275000000000017,Recommended,Recommended
Aluminum Foil/Can,Frozen Peas,Pouch,1000,1,en:germany,0.15,23.9,0.0,8.875,90.7,10,0.0,100,3.33,Avoid,-0.16482200192218033,0.14999999999999947,8.848875,Not Recommended,Not Recommended
Recycled Cardboard,Potato Chips,Bag,250,1,en:japan,0.11,31.7,98.5,1.12,88.7,4,55.540000000000006,100,7.07,Good Alternative,0.6873024834080469,0.1090499999999997,1.1211000000000022,Highly Recommended,Recommended
Aluminum Foil/Can,Yogurt,Cup,100,1,en:uk,0.25,25.8,0.0,8.59,99.9,10,0.0,100,2.0,Avoid,-0.17322491428888775,0.24814999999999998,8.69194999999998,Not Recommended,Not Recommended
Recycled Cardboard,Yogurt,Cup,6000,6,en:usa,0.09,31.0,93.4,1.3,88.4,4,52.540000000000006,100,6.81,Good Alternative,0.6210718376491092,0.09279999999999988,1.2336500000000028,Highly Recommended,Recommended
Recycled Cardboard,Yogurt,Cup,3000,6,en:usa,0.07,31.5,94.1,1.29,89.9,5,54.17,100,8.87,Good Alternative,0.8397658472671362,0.06805000000000015,1.226849999999999,Highly Recommended,Recommended
Bamboo Fiber,Potato Chips,Bag,1200,12,en:japan,0.43,41.6,97.0,0.82,48.3,7,51.36000000000001,100,1.76,Good Alternative,-0.005140979064912787,0.42650000000000143,0.8203499999999972,Not Recommended,Not Recommended
Bioplastic (PLA),Sandwich,Wrapper,100,1,en:india,0.45,65.5,85.8,1.94,40.1,8,40.64,100,1.56,Good Alternative,-0.1560223242590993,0.45050000000000096,1.9524499999999996,Not Recommended,Not Recommended
Mushroom Mycelium,Yogurt,Cup,6000,12,en:germany,0.54,11.2,100.0,0.29,100.0,5,63.55,100,0.87,Technical Failure (Not Suitable),0.38675520273087927,0.5717500000000015,0.2765999999999995,Recommended,Recommended
Bamboo Fiber,Tomato Sauce,Jar,3000,12,en:india,0.37,40.9,96.3,0.69,38.1,6,48.69,100,1.33,Good Alternative,-0.18775638273346715,0.3715499999999999,0.7310999999999989,Not Recommended,Not Recommended
Bamboo Fiber,Potato Chips,Bag,100,1,en:usa,0.36,46.0,96.4,0.6,38.4,6,49.24,100,2.07,Good Alternative,-0.1279787987676031,0.3606999999999996,0.6887999999999981,Not Recommended,Not Recommended
Virgin Plastic (PP),Potato Chips,Bag,6000,6,en:germany,0.03,77.7,0.2,5.93,22.3,10,0.0,100,8.877500000000001,Avoid,-0.42865853078259336,0.044649999999999974,4.650449999999999,Not Recommended,Not Recommended
Recycled Cardboard,Soda Can,Can,6000,12,en:germany,0.13,24.2,97.1,0.84,88.9,4,56.42,100,2.17,Technical Failure (Not Suitable),0.3070620612678122,0.1308999999999999,0.9928500000000021,Recommended,Recommended
Recycled Cardboard,Orange Juice,Bottle,250,1,en:japan,0.13,27.1,99.9,0.97,85.3,3,55.17000000000001,100,3.28,Technical Failure (Not Suitable),0.33680080356012354,0.12994999999999984,1.0390499999999998,Recommended,Recommended
