ProductID,ProductName,ProductCategory,Weight_g,FragilityLevel,Dimensions_cm,MaterialType,SustainabilityScore,Material_Type_ID,Strength_mpa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,SuggestedEcoMaterial,CostPerPackage
PROD-2236,Tablet Model 837,Tablet,1497.55,2,49x26x8,Aluminum,60.78,3,144.17,14.42,1.56,31.04,90.91,Bio-Polymer,129.25
PROD-2237,Headphones Model 221,Headphones,1343.9,1,30x7x15,Plastic,57.49,1,492.87,49.29,3.75,48.46,70.84,Bio-Polymer,142.07
PROD-2238,Headphones Model 657,Headphones,2292.92,4,13x39x8,Aluminum,91.01,4,414.15,41.42,9.19,30.52,90.4,Molded Pulp,227.01
PROD-2239,Headphones Model 489,Headphones,1289.98,3,19x8x6,Aluminum,14.96,4,497.18,49.72,1.27,87.15,16.49,Bio-Polymer,169.51
PROD-2240,Camera Model 673,Camera,2833.48,5,32x13x4,Cardboard,74.31,4,92.41,9.24,7.89,41.08,71.24,Bio-Polymer,236.27
PROD-2241,Camera Model 545,Camera,2712.47,2,29x13x2,Aluminum,80.54,3,80.48,8.05,9.16,39.82,73.19,Recycled PET,184.65
PROD-2242,Laptop Model 689,Laptop,2622.88,5,21x16x10,Plastic,58.09,1,256.66,25.67,7.93,64.52,43.92,Bio-Polymer,242.22
PROD-2243,Laptop Model 401,Laptop,260.21,1,9x30x14,Plastic,35.56,4,322.94,32.29,7.69,97.34,7.97,Recycled PET,71.34
PROD-2244,Headphones Model 322,Headphones,2570.06,5,23x39x3,Aluminum,71.71,1,93.82,9.38,8.59,49.14,62.24,Recycled PET,220.74
PROD-2245,Camera Model 102,Camera,2355.82,5,49x11x10,Plastic,31.08,2,431.61,43.16,6.99,96.21,5.19,Bio-Polymer,245.87
PROD-2246,Camera Model 617,Camera,355.36,3,26x37x17,Composite,42.18,2,270.69,27.07,4.81,71.29,38.24,Bio-Polymer,99.89
PROD-2247,Headphones Model 619,Headphones,366.87,1,47x28x9,Plastic,29.88,4,211.36,21.14,1.56,61.94,39.37,Bio-Polymer,64.36
PROD-2248,Smartwatch Model 592,Smartwatch,348.43,5,34x30x14,Composite,92.3,2,305.01,30.5,8.09,17.96,99.89,Recycled PET,133.05
PROD-2249,Tablet Model 719,Tablet,83.43,2,39x21x7,Composite,54.58,3,321.13,32.11,9.15,79.92,29.98,Molded Pulp,75.88
PROD-2250,Smartphone Model 820,Smartphone,1668.47,1,14x21x8,Plastic,71.64,2,30.96,3.1,5.6,36.45,82.05,Molded Pulp,112.31
PROD-2251,Tablet Model 432,Tablet,2921.51,2,6x15x19,Composite,26.36,3,499.95,49.99,5.79,97.85,5.32,Bio-Polymer,235.53
PROD-2252,Laptop Model 622,Laptop,1344.12,4,7x24x14,Plastic,50.3,2,188.32,18.83,4.63,55.74,52.98,Bio-Polymer,155.82
PROD-2253,Smartwatch Model 591,Smartwatch,1645.23,5,27x21x12,Plastic,67.05,1,40.16,4.02,8.71,59.97,53.67,Recycled PET,172.72
PROD-2254,Camera Model 780,Camera,2905.51,1,43x36x4,Aluminum,42.26,2,427.64,42.76,1.13,48.07,62.87,Recycled PET,214.34
PROD-2255,Smartwatch Model 966,Smartwatch,802.79,2,39x38x17,Plastic,75.08,1,496.58,49.66,6.62,35.38,81.0,Molded Pulp,129.95
PROD-2256,Smartwatch Model 659,Smartwatch,2582.49,5,27x15x15,Plastic,82.38,3,410.02,41.0,9.17,40.44,76.19,Recycled PET,254.49
PROD-2257,Tablet Model 189,Tablet,1661.85,3,7x11x9,Aluminum,53.38,2,427.42,42.74,1.93,40.79,76.1,Molded Pulp,179.2
PROD-2258,Camera Model 431,Camera,1729.96,2,49x15x2,Cardboard,64.47,2,316.71,31.67,9.63,66.4,43.23,Bio-Polymer,158.04
PROD-2259,Tablet Model 456,Tablet,1062.36,2,23x27x7,Plastic,82.48,1,461.94,46.19,9.71,41.4,72.75,Molded Pulp,139.82
PROD-2260,Smartphone Model 373,Smartphone,1706.67,4,43x9x9,Cardboard,66.95,2,27.51,2.75,9.37,57.0,49.13,Molded Pulp,157.36
PROD-2261,Tablet Model 410,Tablet,265.77,3,30x18x19,Cardboard,24.67,3,385.69,38.57,5.16,94.81,6.7,Bio-Polymer,106.86
PROD-2262,Camera Model 985,Camera,2305.7,4,25x29x4,Aluminum,71.2,1,338.65,33.86,4.45,24.45,89.02,Molded Pulp,218.8
PROD-2263,Laptop Model 253,Laptop,889.83,3,26x12x15,Cardboard,82.82,3,34.3,3.43,7.35,29.92,89.02,Recycled PET,101.2
PROD-2264,Camera Model 359,Camera,2668.44,2,33x11x7,Cardboard,34.85,4,276.55,27.65,3.87,72.21,32.29,Recycled PET,201.19
PROD-2265,Smartwatch Model 982,Smartwatch,1135.16,4,10x16x16,Composite,61.29,3,262.38,26.24,1.62,26.57,91.39,Bio-Polymer,153.43
PROD-2266,Headphones Model 670,Headphones,471.33,5,30x29x5,Cardboard,81.93,1,348.85,34.89,9.11,38.34,75.8,Bio-Polymer,143.61
PROD-2267,Headphones Model 453,Headphones,2102.85,3,39x17x17,Aluminum,50.9,3,47.99,4.8,6.71,69.07,40.08,Recycled PET,166.55
PROD-2268,Smartphone Model 718,Smartphone,535.51,2,49x36x11,Plastic,31.35,2,404.59,40.46,2.86,71.9,33.15,Recycled PET,106.91
PROD-2269,Tablet Model 344,Tablet,2273.36,1,49x12x10,Composite,63.17,3,78.31,7.83,1.17,22.5,97.51,Recycled PET,146.1
PROD-2270,Laptop Model 346,Laptop,2905.93,3,46x11x4,Aluminum,72.8,2,215.15,21.51,7.51,43.36,71.26,Recycled PET,223.98
PROD-2271,Headphones Model 461,Headphones,2349.68,3,41x7x19,Aluminum,57.43,1,441.83,44.18,8.68,69.83,37.88,Molded Pulp,215.42
PROD-2272,Camera Model 451,Camera,116.23,5,46x13x8,Composite,57.12,2,284.66,28.47,4.65,49.43,64.2,Recycled PET,118.66
PROD-2273,Smartwatch Model 594,Smartwatch,1819.66,3,37x29x11,Composite,41.2,3,196.0,19.6,1.73,51.87,57.15,Bio-Polymer,165.94
PROD-2274,Camera Model 932,Camera,2101.46,3,38x25x7,Aluminum,58.82,4,33.62,3.36,6.84,55.71,52.45,Bio-Polymer,164.56
PROD-2275,Tablet Model 138,Tablet,2485.1,5,44x22x8,Plastic,53.37,2,339.41,33.94,3.67,51.29,64.47,Recycled PET,244.13
PROD-2276,Smartphone Model 286,Smartphone,215.21,5,37x32x15,Cardboard,41.44,4,493.41,49.34,2.3,53.91,53.76,Molded Pulp,144.06
PROD-2277,Smartwatch Model 699,Smartwatch,1466.32,4,24x24x8,Plastic,61.66,4,456.78,45.68,5.59,51.95,65.48,Recycled PET,190.62
PROD-2278,Laptop Model 953,Laptop,1629.34,2,8x35x6,Cardboard,75.8,4,361.48,36.15,5.34,27.12,90.76,Recycled PET,158.08
PROD-2279,Headphones Model 185,Headphones,548.92,2,25x5x4,Plastic,82.2,4,61.59,6.16,5.65,18.84,99.33,Bio-Polymer,72.79
PROD-2280,Smartwatch Model 236,Smartwatch,1001.23,4,17x11x7,Composite,76.22,3,127.33,12.73,8.42,44.98,70.93,Bio-Polymer,132.06
PROD-2281,Headphones Model 173,Headphones,1348.65,2,10x38x17,Composite,77.11,2,101.56,10.16,5.36,24.65,92.78,Molded Pulp,117.66
PROD-2282,Smartwatch Model 712,Smartwatch,2507.97,3,42x12x12,Composite,87.92,1,184.18,18.42,9.1,32.0,85.84,Molded Pulp,200.97
PROD-2283,Smartwatch Model 611,Smartwatch,2791.75,4,27x10x15,Aluminum,52.01,1,125.4,12.54,8.58,78.88,29.5,Molded Pulp,222.34
PROD-2284,Smartwatch Model 354,Smartwatch,1903.85,4,19x15x16,Aluminum,83.41,2,129.78,12.98,6.86,26.79,93.29,Bio-Polymer,180.31
PROD-2285,Tablet Model 827,Tablet,1215.09,2,49x8x15,Cardboard,10.3,1,312.2,31.22,1.51,95.19,7.08,Molded Pulp,132.85
PROD-2286,Laptop Model 863,Laptop,799.39,1,49x14x13,Composite,54.93,2,166.16,16.62,8.78,74.92,32.99,Recycled PET,80.32
PROD-2287,Laptop Model 666,Laptop,2947.3,2,44x24x6,Aluminum,75.0,3,341.81,34.18,9.15,48.88,63.99,Recycled PET,222.95
PROD-2288,Tablet Model 889,Tablet,2949.91,1,6x24x13,Aluminum,49.12,2,474.47,47.45,4.38,59.47,52.69,Bio-Polymer,219.0
PROD-2289,Headphones Model 254,Headphones,2778.68,4,42x34x16,Composite,55.49,3,322.85,32.29,5.74,54.46,54.24,Recycled PET,240.6
PROD-2290,Smartphone Model 448,Smartphone,2367.72,1,22x14x8,Plastic,61.81,2,378.31,37.83,3.53,39.33,79.49,Molded Pulp,181.49
PROD-2291,Tablet Model 975,Tablet,1011.05,3,46x9x17,Composite,16.21,4,378.27,37.83,1.13,84.11,19.47,Recycled PET,143.35
PROD-2292,Headphones Model 272,Headphones,2460.15,5,33x39x8,Cardboard,80.18,4,172.04,17.2,5.32,21.79,98.21,Molded Pulp,226.11
PROD-2293,Laptop Model 839,Laptop,1255.94,1,16x14x6,Composite,34.9,3,17.33,1.73,2.16,64.38,43.75,Molded Pulp,90.03
PROD-2294,Smartphone Model 537,Smartphone,1013.98,5,6x7x15,Plastic,67.59,1,36.97,3.7,2.65,25.22,94.98,Molded Pulp,139.28
PROD-2295,Tablet Model 645,Tablet,2247.35,3,24x8x16,Plastic,44.29,4,148.21,14.82,5.33,71.46,38.31,Recycled PET,183.89
PROD-2296,Tablet Model 228,Tablet,284.98,5,19x13x4,Composite,71.32,2,347.88,34.79,8.8,49.87,60.18,Bio-Polymer,133.56
PROD-2297,Smartphone Model 704,Smartphone,193.26,3,6x34x6,Aluminum,61.43,1,454.27,45.43,8.6,63.84,45.03,Molded Pulp,109.09
PROD-2298,Smartphone Model 934,Smartphone,1371.46,5,21x7x10,Plastic,79.3,1,479.81,47.98,9.69,46.26,67.59,Recycled PET,202.02
PROD-2299,Smartwatch Model 503,Smartwatch,1364.63,5,12x13x18,Cardboard,32.39,3,22.67,2.27,5.34,86.18,18.36,Bio-Polymer,155.48
PROD-2300,Headphones Model 705,Headphones,2692.15,2,28x12x15,Aluminum,47.91,1,495.14,49.51,5.97,67.37,40.06,Recycled PET,224.37
PROD-2301,Tablet Model 710,Tablet,422.15,1,20x22x18,Cardboard,37.7,3,168.02,16.8,8.4,93.67,6.84,Bio-Polymer,63.65
PROD-2302,Smartphone Model 458,Smartphone,413.69,5,28x31x8,Cardboard,65.07,4,423.05,42.3,7.3,53.92,59.81,Recycled PET,147.8
PROD-2303,Tablet Model 957,Tablet,484.99,4,38x31x3,Cardboard,68.34,4,98.34,9.83,2.65,24.0,96.27,Molded Pulp,105.94
PROD-2304,Camera Model 116,Camera,137.72,2,43x23x7,Cardboard,21.09,1,40.82,4.08,4.58,96.76,4.59,Recycled PET,51.23
PROD-2305,Laptop Model 784,Laptop,261.61,1,34x32x13,Plastic,77.03,1,195.39,19.54,9.36,49.73,65.96,Bio-Polymer,57.17
PROD-2306,Smartwatch Model 960,Smartwatch,1996.62,2,19x19x5,Aluminum,55.77,2,430.87,43.09,2.32,35.32,77.51,Molded Pulp,183.51
PROD-2307,Smartwatch Model 792,Smartwatch,1323.17,1,7x5x8,Composite,24.32,2,118.2,11.82,2.88,84.55,21.31,Molded Pulp,102.89
PROD-2308,Tablet Model 181,Tablet,2302.63,3,13x5x6,Plastic,34.81,3,85.44,8.54,4.61,78.9,27.31,Recycled PET,178.79
PROD-2309,Smartwatch Model 213,Smartwatch,2978.16,5,40x14x3,Aluminum,49.93,1,455.8,45.58,9.46,80.96,20.16,Molded Pulp,278.38
PROD-2310,Smartphone Model 157,Smartphone,1994.15,4,27x33x7,Composite,25.94,1,469.79,46.98,2.02,78.54,29.74,Bio-Polymer,215.69
PROD-2311,Laptop Model 976,Laptop,198.84,2,24x16x12,Composite,34.83,2,16.15,1.61,7.06,92.37,11.01,Molded Pulp,52.62
PROD-2312,Smartwatch Model 727,Smartwatch,358.46,2,39x11x19,Plastic,30.98,3,366.44,36.64,2.19,71.82,37.03,Bio-Polymer,93.33
PROD-2313,Laptop Model 414,Laptop,2648.96,2,21x6x6,Aluminum,45.02,2,161.51,16.15,5.72,69.88,36.89,Bio-Polymer,188.48
PROD-2314,Tablet Model 140,Tablet,1606.11,2,25x17x12,Cardboard,71.75,1,193.61,19.36,5.83,36.94,80.73,Bio-Polymer,139.99
PROD-2315,Smartphone Model 989,Smartphone,2483.27,5,28x37x4,Cardboard,53.59,3,239.86,23.99,1.38,34.46,80.1,Molded Pulp,234.56
PROD-2316,Smartphone Model 500,Smartphone,2577.01,1,22x25x5,Composite,86.15,4,219.13,21.91,9.59,33.57,79.67,Molded Pulp,175.28
PROD-2317,Camera Model 453,Camera,2786.64,5,45x36x12,Plastic,67.06,1,262.34,26.23,8.26,54.61,56.7,Recycled PET,251.32
PROD-2318,Headphones Model 832,Headphones,2852.0,3,15x7x12,Plastic,34.46,2,295.36,29.54,3.73,75.28,32.59,Bio-Polymer,227.02
PROD-2319,Smartwatch Model 808,Smartwatch,1686.74,5,18x10x16,Cardboard,33.36,3,238.14,23.81,2.18,69.15,41.1,Bio-Polymer,190.97
PROD-2320,Tablet Model 923,Tablet,1056.01,5,32x32x4,Plastic,35.51,2,353.77,35.38,4.11,74.88,31.77,Recycled PET,173.22
PROD-2321,Tablet Model 760,Tablet,2887.5,3,16x28x13,Plastic,71.11,4,362.11,36.21,9.05,53.59,58.19,Recycled PET,235.52
PROD-2322,Tablet Model 687,Tablet,1664.85,5,28x5x17,Aluminum,65.06,1,225.78,22.58,2.19,26.99,93.8,Bio-Polymer,191.25
PROD-2323,Laptop Model 982,Laptop,239.55,1,25x34x3,Aluminum,33.65,1,79.81,7.98,4.14,76.57,28.45,Bio-Polymer,44.32
PROD-2324,Tablet Model 208,Tablet,1946.19,4,30x39x17,Composite,49.33,2,323.91,32.39,5.45,62.17,45.89,Recycled PET,199.16
PROD-2325,Smartwatch Model 298,Smartwatch,1783.67,3,46x33x10,Aluminum,44.49,1,388.75,38.87,1.3,50.83,65.51,Molded Pulp,184.26
PROD-2326,Laptop Model 651,Laptop,2692.59,2,18x12x3,Plastic,64.33,2,322.67,32.27,3.41,31.87,84.47,Recycled PET,206.56
PROD-2327,Headphones Model 504,Headphones,1976.9,1,15x6x16,Cardboard,40.64,2,298.15,29.81,6.36,81.57,25.33,Bio-Polymer,151.75
PROD-2328,Camera Model 231,Camera,1079.7,4,22x9x8,Cardboard,32.48,3,122.41,12.24,3.92,80.3,28.03,Bio-Polymer,136.72
PROD-2329,Laptop Model 183,Laptop,2900.37,1,27x23x17,Cardboard,88.45,4,326.12,32.61,8.83,29.61,88.52,Molded Pulp,203.49
PROD-2330,Laptop Model 727,Laptop,2414.78,1,23x32x12,Composite,42.54,1,174.08,17.41,9.43,94.11,8.03,Bio-Polymer,164.0
PROD-2331,Headphones Model 320,Headphones,1909.73,2,15x13x15,Cardboard,56.22,1,460.58,46.06,4.97,55.16,60.54,Bio-Polymer,180.93
PROD-2332,Smartphone Model 467,Smartphone,914.13,4,38x33x18,Aluminum,74.78,2,330.32,33.03,5.79,28.55,86.05,Recycled PET,148.74
PROD-2333,Tablet Model 211,Tablet,1151.94,1,25x9x2,Aluminum,82.01,4,146.31,14.63,6.68,23.61,92.17,Molded Pulp,97.76
PROD-2334,Camera Model 593,Camera,2026.41,2,13x7x15,Plastic,28.68,3,241.73,24.17,6.98,100.62,1.27,Recycled PET,166.46
PROD-2335,Smartphone Model 574,Smartphone,262.34,3,22x16x15,Composite,28.46,2,424.82,42.48,1.57,69.61,36.97,Molded Pulp,111.1
PROD-2336,Smartwatch Model 989,Smartwatch,807.21,2,20x24x16,Cardboard,21.37,4,174.38,17.44,1.48,81.14,25.73,Bio-Polymer,98.57
PROD-2337,Tablet Model 520,Tablet,2156.01,5,45x29x18,Plastic,69.24,1,267.47,26.75,8.79,54.44,56.8,Recycled PET,218.81
PROD-2338,Smartphone Model 806,Smartphone,1466.05,2,16x11x9,Cardboard,49.89,3,343.04,34.3,2.98,51.04,63.29,Recycled PET,145.32
PROD-2339,Tablet Model 139,Tablet,1237.06,2,28x29x19,Cardboard,85.01,3,379.72,37.97,6.26,18.26,99.98,Recycled PET,140.88
PROD-2340,Headphones Model 263,Headphones,496.8,2,37x14x4,Plastic,57.25,2,95.21,9.52,6.62,60.21,51.28,Molded Pulp,73.41
PROD-2341,Laptop Model 635,Laptop,1353.45,1,43x8x6,Aluminum,43.01,2,286.92,28.69,2.48,54.88,55.15,Bio-Polymer,121.19
PROD-2342,Laptop Model 103,Laptop,2323.54,4,35x10x11,Plastic,56.28,3,456.98,45.7,7.85,68.3,41.43,Bio-Polymer,232.68
PROD-2343,Tablet Model 389,Tablet,828.84,2,16x6x4,Composite,44.03,1,484.5,48.45,8.79,92.92,14.77,Molded Pulp,129.92
PROD-2344,Smartphone Model 532,Smartphone,65.93,2,5x39x16,Plastic,32.47,1,331.51,33.15,3.57,74.13,30.33,Recycled PET,77.15
PROD-2345,Headphones Model 347,Headphones,2022.09,5,38x24x17,Cardboard,50.42,3,491.99,49.2,8.9,79.53,24.7,Bio-Polymer,237.76
PROD-2346,Smartwatch Model 378,Smartwatch,2919.25,5,34x29x6,Aluminum,54.99,2,289.66,28.97,1.73,35.65,80.12,Bio-Polymer,260.48
PROD-2347,Headphones Model 680,Headphones,1840.14,3,33x32x10,Plastic,65.57,2,226.88,22.69,8.2,56.98,54.58,Recycled PET,168.97
PROD-2348,Camera Model 280,Camera,403.77,3,27x36x15,Aluminum,44.82,1,280.28,28.03,6.76,71.72,29.62,Molded Pulp,101.77
PROD-2349,Camera Model 780,Camera,996.16,5,22x39x12,Aluminum,54.34,4,66.7,6.67,6.25,60.94,48.91,Bio-Polymer,142.15
PROD-2350,Smartphone Model 608,Smartphone,2609.54,4,28x32x5,Aluminum,25.42,4,206.84,20.68,3.07,82.05,21.89,Recycled PET,221.24
PROD-2351,Smartphone Model 799,Smartphone,736.08,3,25x9x19,Aluminum,28.13,4,234.62,23.46,4.26,84.77,18.51,Recycled PET,113.89
PROD-2352,Camera Model 425,Camera,1842.7,4,27x37x3,Cardboard,88.37,1,425.83,42.58,9.19,31.79,85.99,Recycled PET,205.9
PROD-2353,Headphones Model 924,Headphones,1237.88,5,45x22x6,Cardboard,77.46,3,381.74,38.17,5.19,25.12,94.48,Molded Pulp,185.79
PROD-2354,Laptop Model 779,Laptop,663.14,3,36x15x4,Cardboard,30.2,4,304.7,30.47,6.35,94.28,8.0,Bio-Polymer,118.62
PROD-2355,Camera Model 184,Camera,2449.55,2,13x6x15,Cardboard,83.58,1,180.17,18.02,9.42,36.66,76.49,Molded Pulp,182.68
PROD-2356,Headphones Model 311,Headphones,2241.35,5,32x38x11,Cardboard,47.99,1,101.65,10.16,5.2,63.23,45.33,Molded Pulp,208.26
PROD-2357,Tablet Model 483,Tablet,2001.69,3,23x33x3,Composite,41.32,2,180.4,18.04,4.49,68.3,38.9,Recycled PET,172.13
PROD-2358,Tablet Model 441,Tablet,747.19,4,10x11x5,Composite,77.52,2,343.1,34.31,9.04,45.9,68.94,Recycled PET,142.84
PROD-2359,Smartwatch Model 943,Smartwatch,338.68,4,12x23x11,Plastic,52.77,1,138.89,13.89,9.2,76.77,26.63,Recycled PET,101.08
PROD-2360,Camera Model 610,Camera,1749.67,3,37x31x19,Aluminum,18.0,2,219.17,21.92,4.19,98.74,2.06,Molded Pulp,166.29
PROD-2361,Smartwatch Model 850,Smartwatch,1683.35,4,27x5x12,Composite,38.15,2,199.52,19.95,6.33,86.1,21.4,Bio-Polymer,175.06
PROD-2362,Smartphone Model 442,Smartphone,605.74,3,7x14x8,Cardboard,49.79,2,385.14,38.51,9.67,79.88,18.49,Recycled PET,124.29
PROD-2363,Laptop Model 405,Laptop,215.93,3,30x20x8,Aluminum,8.04,1,443.06,44.31,1.5,96.94,3.4,Bio-Polymer,110.53
PROD-2364,Camera Model 801,Camera,288.09,4,49x36x13,Cardboard,24.71,4,352.69,35.27,1.36,70.33,32.13,Bio-Polymer,118.49
PROD-2365,Headphones Model 636,Headphones,2978.67,1,48x12x9,Cardboard,51.07,2,177.39,17.74,5.65,62.04,47.45,Bio-Polymer,191.16
PROD-2366,Tablet Model 305,Tablet,2361.57,2,49x15x2,Plastic,58.63,1,222.26,22.23,3.62,42.8,73.58,Recycled PET,180.51
PROD-2367,Smartphone Model 481,Smartphone,2769.86,5,29x21x14,Aluminum,44.49,1,80.24,8.02,6.24,72.93,32.57,Bio-Polymer,230.15
PROD-2368,Tablet Model 146,Tablet,625.41,2,19x39x8,Cardboard,41.75,3,92.37,9.24,7.52,86.29,19.45,Molded Pulp,80.97
PROD-2369,Camera Model 839,Camera,2883.68,5,6x38x7,Cardboard,20.32,3,90.5,9.05,1.62,84.27,23.06,Molded Pulp,237.49
PROD-2370,Camera Model 312,Camera,470.83,5,8x20x16,Plastic,89.24,4,73.99,7.4,8.94,29.51,89.12,Molded Pulp,115.55
PROD-2371,Camera Model 760,Camera,1551.79,2,46x18x10,Aluminum,26.25,3,97.99,9.8,3.49,82.59,20.47,Recycled PET,128.1
PROD-2372,Smartphone Model 371,Smartphone,2497.6,3,19x11x8,Composite,70.48,1,109.32,10.93,4.43,30.73,87.92,Molded Pulp,190.26
PROD-2373,Tablet Model 898,Tablet,1081.92,4,12x23x19,Aluminum,42.96,3,64.8,6.48,4.03,67.59,44.71,Bio-Polymer,131.05
PROD-2374,Laptop Model 301,Laptop,1303.24,1,21x22x9,Cardboard,90.3,2,323.73,32.37,8.56,22.59,93.44,Recycled PET,122.68
PROD-2375,Tablet Model 261,Tablet,428.15,1,17x15x8,Composite,34.63,3,495.3,49.53,2.54,69.57,40.81,Recycled PET,94.88
PROD-2376,Camera Model 620,Camera,412.62,1,31x9x9,Plastic,15.69,1,440.8,44.08,1.26,83.21,17.77,Bio-Polymer,90.59
PROD-2377,Smartphone Model 750,Smartphone,1877.73,2,14x30x16,Plastic,71.93,4,32.35,3.23,9.75,53.04,54.9,Molded Pulp,138.05
PROD-2378,Laptop Model 825,Laptop,2042.82,2,20x33x11,Cardboard,74.57,4,217.3,21.73,9.83,50.52,58.77,Bio-Polymer,164.86
PROD-2379,Smartphone Model 884,Smartphone,2343.13,3,44x8x15,Aluminum,51.41,4,431.06,43.11,3.32,49.08,63.55,Bio-Polymer,217.17
PROD-2380,Smartwatch Model 659,Smartwatch,1692.21,1,44x18x13,Cardboard,29.03,4,75.99,7.6,1.08,69.61,41.15,Recycled PET,116.8
PROD-2381,Smartwatch Model 210,Smartwatch,1954.99,3,37x22x13,Aluminum,30.17,2,425.35,42.53,6.81,92.09,4.86,Molded Pulp,193.33
PROD-2382,Smartphone Model 734,Smartphone,89.88,1,14x25x2,Plastic,64.95,2,300.42,30.04,6.84,51.84,62.67,Molded Pulp,58.88
PROD-2383,Headphones Model 968,Headphones,528.4,2,18x13x16,Cardboard,93.83,2,466.34,46.63,9.46,25.05,93.3,Molded Pulp,114.01
PROD-2384,Camera Model 852,Camera,2955.5,4,25x26x15,Cardboard,72.2,3,439.26,43.93,3.69,21.19,95.76,Bio-Polymer,261.62
PROD-2385,Smartphone Model 290,Smartphone,274.18,4,45x9x13,Composite,46.64,3,341.75,34.17,2.71,53.43,59.69,Recycled PET,116.48
PROD-2386,Smartphone Model 662,Smartphone,2052.43,4,20x39x6,Cardboard,27.38,3,332.33,33.23,6.55,97.46,1.99,Recycled PET,204.17
PROD-2387,Smartwatch Model 180,Smartwatch,569.44,4,30x30x6,Aluminum,30.65,4,114.45,11.45,6.07,96.03,10.6,Recycled PET,111.34
PROD-2388,Smartphone Model 994,Smartphone,2164.32,5,40x28x16,Composite,79.88,4,67.21,6.72,7.46,34.28,83.4,Molded Pulp,200.55
PROD-2389,Laptop Model 203,Laptop,2132.67,1,34x9x9,Aluminum,85.65,3,213.54,21.35,8.97,33.73,82.97,Molded Pulp,152.49
PROD-2390,Tablet Model 297,Tablet,740.89,4,26x37x6,Composite,80.91,2,101.42,10.14,6.04,25.62,94.6,Recycled PET,119.07
PROD-2391,Smartphone Model 506,Smartphone,845.42,5,36x27x11,Plastic,43.23,1,60.18,6.02,2.35,57.59,56.38,Bio-Polymer,135.94
PROD-2392,Laptop Model 266,Laptop,1981.57,5,40x21x14,Aluminum,77.36,3,158.14,15.81,6.38,33.78,86.38,Recycled PET,200.93
PROD-2393,Headphones Model 737,Headphones,1200.75,5,12x10x8,Aluminum,66.96,1,431.64,43.16,4.37,35.87,82.49,Bio-Polymer,188.96
PROD-2394,Smartphone Model 692,Smartphone,623.92,3,30x21x6,Cardboard,55.66,2,18.4,1.84,5.07,55.6,58.94,Recycled PET,88.56
PROD-2395,Laptop Model 862,Laptop,2208.45,3,27x31x9,Plastic,85.56,1,153.39,15.34,9.64,39.72,78.36,Bio-Polymer,181.62
PROD-2396,Smartphone Model 576,Smartphone,504.74,5,23x31x9,Composite,31.52,4,217.79,21.78,5.99,91.76,12.57,Recycled PET,133.97
PROD-2397,Smartphone Model 240,Smartphone,2574.15,4,29x25x8,Composite,47.74,1,260.18,26.02,2.35,48.08,63.92,Molded Pulp,223.75
PROD-2398,Camera Model 361,Camera,1568.28,1,39x10x9,Plastic,77.16,3,98.97,9.9,4.99,26.24,95.35,Molded Pulp,112.97
PROD-2399,Smartwatch Model 407,Smartwatch,361.82,2,19x28x18,Cardboard,21.94,3,482.47,48.25,3.06,86.19,16.2,Molded Pulp,106.29
PROD-2400,Headphones Model 614,Headphones,2097.51,3,8x11x18,Aluminum,53.52,2,293.65,29.36,2.22,41.0,74.4,Molded Pulp,189.81
PROD-2401,Smartphone Model 674,Smartphone,1581.53,4,42x34x14,Aluminum,48.89,3,265.83,26.58,7.41,73.58,32.08,Recycled PET,177.23
PROD-2402,Smartphone Model 175,Smartphone,929.27,4,43x13x14,Cardboard,75.65,1,14.32,1.43,6.66,35.98,81.71,Molded Pulp,118.31
PROD-2403,Headphones Model 282,Headphones,1296.49,2,41x23x7,Composite,63.75,4,248.0,24.8,5.48,46.78,69.72,Bio-Polymer,130.25
PROD-2404,Smartphone Model 948,Smartphone,930.1,2,16x19x16,Cardboard,74.81,1,420.46,42.05,4.81,25.09,92.62,Bio-Polymer,129.23
PROD-2405,Tablet Model 573,Tablet,825.93,4,7x8x6,Aluminum,58.32,1,117.63,11.76,3.9,40.22,71.19,Molded Pulp,123.08
PROD-2406,Smartwatch Model 643,Smartwatch,532.64,2,42x10x18,Plastic,31.79,1,182.09,18.21,1.79,69.2,41.03,Molded Pulp,84.43
PROD-2407,Smartwatch Model 468,Smartwatch,1120.16,4,32x12x14,Composite,15.43,3,20.08,2.01,3.69,101.2,1.09,Molded Pulp,128.09
PROD-2408,Tablet Model 142,Tablet,790.41,2,33x19x18,Cardboard,81.76,2,488.69,48.87,8.55,39.7,79.29,Recycled PET,127.74
PROD-2409,Smartwatch Model 518,Smartwatch,2066.13,2,28x25x18,Aluminum,56.72,3,42.66,4.27,8.05,69.11,40.85,Bio-Polymer,146.94
PROD-2410,Camera Model 925,Camera,2067.44,4,27x35x3,Composite,79.24,1,450.13,45.01,9.75,48.18,67.06,Bio-Polymer,218.75
PROD-2411,Smartphone Model 369,Smartphone,1530.43,5,32x36x4,Cardboard,33.92,2,163.36,16.34,6.9,90.16,10.51,Bio-Polymer,177.38
PROD-2412,Laptop Model 800,Laptop,2344.94,4,13x10x2,Plastic,77.39,2,297.9,29.79,5.98,30.2,89.1,Recycled PET,218.88
PROD-2413,Smartwatch Model 827,Smartwatch,2531.95,1,26x8x14,Composite,40.8,1,342.86,34.29,3.66,69.44,43.57,Recycled PET,186.03
